t,V,Q
1.28E-04,-2.60938,-2.83E-05
1.28E-04,-2.6078,-2.83E-05
1.28E-04,-2.60123,-2.83E-05
1.28E-04,-2.59895,-2.83E-05
1.28E-04,-2.59566,-2.83E-05
1.28E-04,-2.59072,-2.83E-05
1.28E-04,-2.58878,-2.83E-05
1.28E-04,-2.58218,-2.82E-05
1.28E-04,-2.58096,-2.82E-05
1.28E-04,-2.57821,-2.82E-05
1.29E-04,-2.57203,-2.82E-05
1.29E-04,-2.56956,-2.82E-05
1.29E-04,-2.5669,-2.82E-05
1.29E-04,-2.56197,-2.81E-05
1.29E-04,-2.5574,-2.81E-05
1.29E-04,-2.55396,-2.81E-05
1.29E-04,-2.55239,-2.81E-05
1.29E-04,-2.54515,-2.81E-05
1.29E-04,-2.54402,-2.81E-05
1.29E-04,-2.54167,-2.81E-05
1.29E-04,-2.53568,-2.80E-05
1.29E-04,-2.53264,-2.80E-05
1.29E-04,-2.53174,-2.80E-05
1.30E-04,-2.52555,-2.80E-05
1.30E-04,-2.52155,-2.80E-05
1.30E-04,-2.51765,-2.80E-05
1.30E-04,-2.51434,-2.80E-05
1.30E-04,-2.50948,-2.79E-05
1.30E-04,-2.50706,-2.79E-05
1.30E-04,-2.50199,-2.79E-05
1.30E-04,-2.49957,-2.79E-05
1.30E-04,-2.49625,-2.79E-05
1.30E-04,-2.49121,-2.79E-05
1.30E-04,-2.48818,-2.79E-05
1.30E-04,-2.48429,-2.78E-05
1.30E-04,-2.47932,-2.78E-05
1.31E-04,-2.47553,-2.78E-05
1.31E-04,-2.47249,-2.78E-05
1.31E-04,-2.46918,-2.78E-05
1.31E-04,-2.46414,-2.78E-05
1.31E-04,-2.46198,-2.77E-05
1.31E-04,-2.45797,-2.77E-05
1.31E-04,-2.45334,-2.77E-05
1.31E-04,-2.45012,-2.77E-05
1.31E-04,-2.44438,-2.77E-05
1.31E-04,-2.44066,-2.77E-05
1.31E-04,-2.43924,-2.77E-05
1.31E-04,-2.43578,-2.76E-05
1.31E-04,-2.43102,-2.76E-05
1.31E-04,-2.42573,-2.76E-05
1.32E-04,-2.4243,-2.76E-05
1.32E-04,-2.42098,-2.76E-05
1.32E-04,-2.41453,-2.76E-05
1.32E-04,-2.41183,-2.76E-05
1.32E-04,-2.40663,-2.75E-05
1.32E-04,-2.40609,-2.75E-05
1.32E-04,-2.40412,-2.75E-05
1.32E-04,-2.39926,-2.75E-05
1.32E-04,-2.3947,-2.75E-05
1.32E-04,-2.39206,-2.75E-05
1.32E-04,-2.38731,-2.74E-05
1.32E-04,-2.38191,-2.74E-05
1.32E-04,-2.38087,-2.74E-05
1.33E-04,-2.37852,-2.74E-05
1.33E-04,-2.37192,-2.74E-05
1.33E-04,-2.36955,-2.74E-05
1.33E-04,-2.36623,-2.74E-05
1.33E-04,-2.35956,-2.73E-05
1.33E-04,-2.35512,-2.73E-05
1.33E-04,-2.35459,-2.73E-05
1.33E-04,-2.35089,-2.73E-05
1.33E-04,-2.34563,-2.73E-05
1.33E-04,-2.34284,-2.73E-05
1.33E-04,-2.33912,-2.72E-05
1.33E-04,-2.33473,-2.72E-05
1.33E-04,-2.33015,-2.72E-05
1.34E-04,-2.3277,-2.72E-05
1.34E-04,-2.322,-2.72E-05
1.34E-04,-2.31857,-2.72E-05
1.34E-04,-2.31629,-2.72E-05
1.34E-04,-2.31424,-2.71E-05
1.34E-04,-2.30815,-2.71E-05
1.34E-04,-2.30341,-2.71E-05
1.34E-04,-2.30188,-2.71E-05
1.34E-04,-2.29828,-2.71E-05
1.34E-04,-2.29488,-2.71E-05
1.34E-04,-2.29062,-2.70E-05
1.34E-04,-2.2873,-2.70E-05
1.34E-04,-2.28312,-2.70E-05
1.34E-04,-2.27886,-2.70E-05
1.35E-04,-2.27706,-2.70E-05
1.35E-04,-2.27144,-2.70E-05
1.35E-04,-2.26709,-2.70E-05
1.35E-04,-2.26405,-2.69E-05
1.35E-04,-2.26255,-2.69E-05
1.35E-04,-2.25658,-2.69E-05
1.35E-04,-2.25238,-2.69E-05
1.35E-04,-2.24876,-2.69E-05
1.35E-04,-2.24459,-2.69E-05
1.35E-04,-2.2408,-2.69E-05
1.35E-04,-2.23816,-2.68E-05
1.35E-04,-2.23437,-2.68E-05
1.35E-04,-2.23055,-2.68E-05
1.36E-04,-2.22638,-2.68E-05
1.36E-04,-2.22306,-2.68E-05
1.36E-04,-2.21781,-2.68E-05
1.36E-04,-2.21356,-2.67E-05
1.36E-04,-2.21157,-2.67E-05
1.36E-04,-2.20652,-2.67E-05
1.36E-04,-2.20409,-2.67E-05
1.36E-04,-2.20009,-2.67E-05
1.36E-04,-2.19592,-2.67E-05
1.36E-04,-2.19145,-2.67E-05
1.36E-04,-2.18881,-2.66E-05
1.36E-04,-2.18442,-2.66E-05
1.36E-04,-2.1818,-2.66E-05
1.37E-04,-2.17637,-2.66E-05
1.37E-04,-2.17372,-2.66E-05
1.37E-04,-2.16706,-2.66E-05
1.37E-04,-2.16379,-2.65E-05
1.37E-04,-2.16213,-2.65E-05
1.37E-04,-2.15717,-2.65E-05
1.37E-04,-2.15406,-2.65E-05
1.37E-04,-2.15274,-2.65E-05
1.37E-04,-2.14812,-2.65E-05
1.37E-04,-2.14307,-2.64E-05
1.37E-04,-2.14008,-2.64E-05
1.37E-04,-2.13622,-2.64E-05
1.37E-04,-2.13263,-2.64E-05
1.37E-04,-2.12749,-2.64E-05
1.38E-04,-2.12492,-2.64E-05
1.38E-04,-2.12104,-2.63E-05
1.38E-04,-2.11552,-2.63E-05
1.38E-04,-2.11288,-2.63E-05
1.38E-04,-2.109,-2.63E-05
1.38E-04,-2.10526,-2.63E-05
1.38E-04,-2.10223,-2.63E-05
1.38E-04,-2.0978,-2.63E-05
1.38E-04,-2.09494,-2.62E-05
1.38E-04,-2.08971,-2.62E-05
1.38E-04,-2.0863,-2.62E-05
1.38E-04,-2.08288,-2.62E-05
1.38E-04,-2.07736,-2.62E-05
1.39E-04,-2.07559,-2.62E-05
1.39E-04,-2.0712,-2.61E-05
1.39E-04,-2.06644,-2.61E-05
1.39E-04,-2.06268,-2.61E-05
1.39E-04,-2.0587,-2.61E-05
1.39E-04,-2.05573,-2.61E-05
1.39E-04,-2.05177,-2.61E-05
1.39E-04,-2.04809,-2.60E-05
1.39E-04,-2.04493,-2.60E-05
1.39E-04,-2.04019,-2.60E-05
1.39E-04,-2.03513,-2.60E-05
1.39E-04,-2.0348,-2.60E-05
1.39E-04,-2.02754,-2.60E-05
1.40E-04,-2.0251,-2.60E-05
1.40E-04,-2.02484,-2.59E-05
1.40E-04,-2.01905,-2.59E-05
1.40E-04,-2.014,-2.59E-05
1.40E-04,-2.01107,-2.59E-05
1.40E-04,-2.00768,-2.59E-05
1.40E-04,-2.0055,-2.59E-05
1.40E-04,-1.99926,-2.58E-05
1.40E-04,-1.99702,-2.58E-05
1.40E-04,-1.99362,-2.58E-05
1.40E-04,-1.9902,-2.58E-05
1.40E-04,-1.98514,-2.58E-05
1.40E-04,-1.98098,-2.58E-05
1.40E-04,-1.97721,-2.57E-05
1.41E-04,-1.9749,-2.57E-05
1.41E-04,-1.97236,-2.57E-05
1.41E-04,-1.96672,-2.57E-05
1.41E-04,-1.96228,-2.57E-05
1.41E-04,-1.95855,-2.57E-05
1.41E-04,-1.95515,-2.56E-05
1.41E-04,-1.9504,-2.56E-05
1.41E-04,-1.94739,-2.56E-05
1.41E-04,-1.94559,-2.56E-05
1.41E-04,-1.94095,-2.56E-05
1.41E-04,-1.9383,-2.56E-05
1.41E-04,-1.93315,-2.56E-05
1.41E-04,-1.9306,-2.55E-05
1.42E-04,-1.92555,-2.55E-05
1.42E-04,-1.9233,-2.55E-05
1.42E-04,-1.91981,-2.55E-05
1.42E-04,-1.91466,-2.55E-05
1.42E-04,-1.91142,-2.55E-05
1.42E-04,-1.90579,-2.54E-05
1.42E-04,-1.90413,-2.54E-05
1.42E-04,-1.90107,-2.54E-05
1.42E-04,-1.89588,-2.54E-05
1.42E-04,-1.89487,-2.54E-05
1.42E-04,-1.88788,-2.54E-05
1.42E-04,-1.88324,-2.53E-05
1.42E-04,-1.88193,-2.53E-05
1.43E-04,-1.87613,-2.53E-05
1.43E-04,-1.87263,-2.53E-05
1.43E-04,-1.87036,-2.53E-05
1.43E-04,-1.86762,-2.53E-05
1.43E-04,-1.86064,-2.52E-05
1.43E-04,-1.85951,-2.52E-05
1.43E-04,-1.85583,-2.52E-05
1.43E-04,-1.85072,-2.52E-05
1.43E-04,-1.84613,-2.52E-05
1.43E-04,-1.84234,-2.52E-05
1.43E-04,-1.8389,-2.51E-05
1.43E-04,-1.83443,-2.51E-05
1.43E-04,-1.83008,-2.51E-05
1.43E-04,-1.82762,-2.51E-05
1.44E-04,-1.82583,-2.51E-05
1.44E-04,-1.81964,-2.51E-05
1.44E-04,-1.81528,-2.50E-05
1.44E-04,-1.8128,-2.50E-05
1.44E-04,-1.81074,-2.50E-05
1.44E-04,-1.80734,-2.50E-05
1.44E-04,-1.80162,-2.50E-05
1.44E-04,-1.79908,-2.50E-05
1.44E-04,-1.79547,-2.50E-05
1.44E-04,-1.791,-2.49E-05
1.44E-04,-1.78701,-2.49E-05
1.44E-04,-1.78236,-2.49E-05
1.44E-04,-1.78087,-2.49E-05
1.45E-04,-1.77484,-2.49E-05
1.45E-04,-1.77259,-2.49E-05
1.45E-04,-1.77246,-2.48E-05
1.45E-04,-1.76586,-2.48E-05
1.45E-04,-1.76061,-2.48E-05
1.45E-04,-1.7568,-2.48E-05
1.45E-04,-1.75427,-2.48E-05
1.45E-04,-1.74899,-2.48E-05
1.45E-04,-1.74582,-2.47E-05
1.45E-04,-1.74311,-2.47E-05
1.45E-04,-1.7393,-2.47E-05
1.45E-04,-1.73376,-2.47E-05
1.45E-04,-1.73066,-2.47E-05
1.46E-04,-1.7272,-2.47E-05
1.46E-04,-1.72076,-2.46E-05
1.46E-04,-1.71714,-2.46E-05
1.46E-04,-1.71593,-2.46E-05
1.46E-04,-1.71177,-2.46E-05
1.46E-04,-1.70759,-2.46E-05
1.46E-04,-1.70534,-2.46E-05
1.46E-04,-1.70008,-2.45E-05
1.46E-04,-1.69545,-2.45E-05
1.46E-04,-1.69153,-2.45E-05
1.46E-04,-1.69017,-2.45E-05
1.46E-04,-1.68588,-2.45E-05
1.46E-04,-1.68301,-2.45E-05
1.46E-04,-1.68,-2.44E-05
1.47E-04,-1.67572,-2.44E-05
1.47E-04,-1.67156,-2.44E-05
1.47E-04,-1.66795,-2.44E-05
1.47E-04,-1.66416,-2.44E-05
1.47E-04,-1.65901,-2.44E-05
1.47E-04,-1.65434,-2.43E-05
1.47E-04,-1.65228,-2.43E-05
1.47E-04,-1.64984,-2.43E-05
1.47E-04,-1.64383,-2.43E-05
1.47E-04,-1.64235,-2.43E-05
1.47E-04,-1.6372,-2.43E-05
1.47E-04,-1.63349,-2.42E-05
1.47E-04,-1.6295,-2.42E-05
1.48E-04,-1.6279,-2.42E-05
1.48E-04,-1.62246,-2.42E-05
1.48E-04,-1.61867,-2.42E-05
1.48E-04,-1.61544,-2.42E-05
1.48E-04,-1.61078,-2.41E-05
1.48E-04,-1.60689,-2.41E-05
1.48E-04,-1.60271,-2.41E-05
1.48E-04,-1.59847,-2.41E-05
1.48E-04,-1.59714,-2.41E-05
1.48E-04,-1.59229,-2.41E-05
1.48E-04,-1.5879,-2.40E-05
1.48E-04,-1.58623,-2.40E-05
1.48E-04,-1.5809,-2.40E-05
1.49E-04,-1.57728,-2.40E-05
1.49E-04,-1.57493,-2.40E-05
1.49E-04,-1.56915,-2.40E-05
1.49E-04,-1.56504,-2.39E-05
1.49E-04,-1.5651,-2.39E-05
1.49E-04,-1.5593,-2.39E-05
1.49E-04,-1.55499,-2.39E-05
1.49E-04,-1.55031,-2.39E-05
1.49E-04,-1.5472,-2.39E-05
1.49E-04,-1.54344,-2.38E-05
1.49E-04,-1.54001,-2.38E-05
1.49E-04,-1.53633,-2.38E-05
1.49E-04,-1.52999,-2.38E-05
1.49E-04,-1.52469,-2.38E-05
1.50E-04,-1.5232,-2.37E-05
1.50E-04,-1.51894,-2.37E-05
1.50E-04,-1.51464,-2.37E-05
1.50E-04,-1.51163,-2.37E-05
1.50E-04,-1.50992,-2.37E-05
1.50E-04,-1.5048,-2.37E-05
1.50E-04,-1.50042,-2.36E-05
1.50E-04,-1.49903,-2.36E-05
1.50E-04,-1.49219,-2.36E-05
1.50E-04,-1.48931,-2.36E-05
1.50E-04,-1.48676,-2.36E-05
1.50E-04,-1.48368,-2.36E-05
1.50E-04,-1.47976,-2.35E-05
1.51E-04,-1.47558,-2.35E-05
1.51E-04,-1.4716,-2.35E-05
1.51E-04,-1.46687,-2.35E-05
1.51E-04,-1.46342,-2.35E-05
1.51E-04,-1.46021,-2.35E-05
1.51E-04,-1.45679,-2.34E-05
1.51E-04,-1.45308,-2.34E-05
1.51E-04,-1.44899,-2.34E-05
1.51E-04,-1.44599,-2.34E-05
1.51E-04,-1.44125,-2.34E-05
1.51E-04,-1.43716,-2.34E-05
1.51E-04,-1.43374,-2.33E-05
1.51E-04,-1.43137,-2.33E-05
1.52E-04,-1.42608,-2.33E-05
1.52E-04,-1.424,-2.33E-05
1.52E-04,-1.41846,-2.33E-05
1.52E-04,-1.41552,-2.33E-05
1.52E-04,-1.41104,-2.32E-05
1.52E-04,-1.40871,-2.32E-05
1.52E-04,-1.40213,-2.32E-05
1.52E-04,-1.40026,-2.32E-05
1.52E-04,-1.39712,-2.32E-05
1.52E-04,-1.39399,-2.31E-05
1.52E-04,-1.38716,-2.31E-05
1.52E-04,-1.38689,-2.31E-05
1.52E-04,-1.38311,-2.31E-05
1.52E-04,-1.37881,-2.31E-05
1.53E-04,-1.37415,-2.31E-05
1.53E-04,-1.37221,-2.30E-05
1.53E-04,-1.36674,-2.30E-05
1.53E-04,-1.36191,-2.30E-05
1.53E-04,-1.35993,-2.30E-05
1.53E-04,-1.35536,-2.30E-05
1.53E-04,-1.35108,-2.30E-05
1.53E-04,-1.34721,-2.29E-05
1.53E-04,-1.34495,-2.29E-05
1.53E-04,-1.34058,-2.29E-05
1.53E-04,-1.33409,-2.29E-05
1.53E-04,-1.33183,-2.29E-05
1.53E-04,-1.32717,-2.29E-05
1.54E-04,-1.32528,-2.28E-05
1.54E-04,-1.32102,-2.28E-05
1.54E-04,-1.3175,-2.28E-05
1.54E-04,-1.31323,-2.28E-05
1.54E-04,-1.31058,-2.28E-05
1.54E-04,-1.307,-2.27E-05
1.54E-04,-1.30282,-2.27E-05
1.54E-04,-1.29957,-2.27E-05
1.54E-04,-1.29348,-2.27E-05
1.54E-04,-1.29153,-2.27E-05
1.54E-04,-1.288,-2.27E-05
1.54E-04,-1.28593,-2.26E-05
1.54E-04,-1.28137,-2.26E-05
1.55E-04,-1.27557,-2.26E-05
1.55E-04,-1.274,-2.26E-05
1.55E-04,-1.26991,-2.26E-05
1.55E-04,-1.26406,-2.26E-05
1.55E-04,-1.26367,-2.25E-05
1.55E-04,-1.25863,-2.25E-05
1.55E-04,-1.25549,-2.25E-05
1.55E-04,-1.24976,-2.25E-05
1.55E-04,-1.24748,-2.25E-05
1.55E-04,-1.24352,-2.24E-05
1.55E-04,-1.23925,-2.24E-05
1.55E-04,-1.23594,-2.24E-05
1.55E-04,-1.23002,-2.24E-05
1.55E-04,-1.22832,-2.24E-05
1.56E-04,-1.22523,-2.24E-05
1.56E-04,-1.22171,-2.23E-05
1.56E-04,-1.21713,-2.23E-05
1.56E-04,-1.21227,-2.23E-05
1.56E-04,-1.20887,-2.23E-05
1.56E-04,-1.20718,-2.23E-05
1.56E-04,-1.20196,-2.22E-05
1.56E-04,-1.19912,-2.22E-05
1.56E-04,-1.1933,-2.22E-05
1.56E-04,-1.18969,-2.22E-05
1.56E-04,-1.18812,-2.22E-05
1.56E-04,-1.18486,-2.22E-05
1.56E-04,-1.18033,-2.21E-05
1.57E-04,-1.17797,-2.21E-05
1.57E-04,-1.17149,-2.21E-05
1.57E-04,-1.17007,-2.21E-05
1.57E-04,-1.16484,-2.21E-05
1.57E-04,-1.16045,-2.20E-05
1.57E-04,-1.15743,-2.20E-05
1.57E-04,-1.15298,-2.20E-05
1.57E-04,-1.14804,-2.20E-05
1.57E-04,-1.14721,-2.20E-05
1.57E-04,-1.14295,-2.20E-05
1.57E-04,-1.13637,-2.19E-05
1.57E-04,-1.13321,-2.19E-05
1.57E-04,-1.13096,-2.19E-05
1.58E-04,-1.12678,-2.19E-05
1.58E-04,-1.12202,-2.19E-05
1.58E-04,-1.11763,-2.18E-05
1.58E-04,-1.11471,-2.18E-05
1.58E-04,-1.1114,-2.18E-05
1.58E-04,-1.10953,-2.18E-05
1.58E-04,-1.10624,-2.18E-05
1.58E-04,-1.10138,-2.18E-05
1.58E-04,-1.09759,-2.17E-05
1.58E-04,-1.09406,-2.17E-05
1.58E-04,-1.09009,-2.17E-05
1.58E-04,-1.08647,-2.17E-05
1.58E-04,-1.08336,-2.17E-05
1.58E-04,-1.07898,-2.16E-05
1.59E-04,-1.07519,-2.16E-05
1.59E-04,-1.06976,-2.16E-05
1.59E-04,-1.06786,-2.16E-05
1.59E-04,-1.06455,-2.16E-05
1.59E-04,-1.05826,-2.16E-05
1.59E-04,-1.05619,-2.15E-05
1.59E-04,-1.05103,-2.15E-05
1.59E-04,-1.04833,-2.15E-05
1.59E-04,-1.04556,-2.15E-05
1.59E-04,-1.04091,-2.15E-05
1.59E-04,-1.03655,-2.14E-05
1.59E-04,-1.03331,-2.14E-05
1.59E-04,-1.0296,-2.14E-05
1.60E-04,-1.02813,-2.14E-05
1.60E-04,-1.02317,-2.14E-05
1.60E-04,-1.01737,-2.13E-05
1.60E-04,-1.01646,-2.13E-05
1.60E-04,-1.01217,-2.13E-05
1.60E-04,-1.00749,-2.13E-05
1.60E-04,-1.00332,-2.13E-05
1.60E-04,-1.00184,-2.13E-05
1.60E-04,-0.99401,-2.12E-05
1.60E-04,-0.99107,-2.12E-05
1.60E-04,-0.99064,-2.12E-05
1.60E-04,-0.98589,-2.12E-05
1.60E-04,-0.98107,-2.12E-05
1.61E-04,-0.9783,-2.11E-05
1.61E-04,-0.97287,-2.11E-05
1.61E-04,-0.96888,-2.11E-05
1.61E-04,-0.96602,-2.11E-05
1.61E-04,-0.96062,-2.11E-05
1.61E-04,-0.95791,-2.10E-05
1.61E-04,-0.95428,-2.10E-05
1.61E-04,-0.9526,-2.10E-05
1.61E-04,-0.94583,-2.10E-05
1.61E-04,-0.94259,-2.10E-05
1.61E-04,-0.93995,-2.10E-05
1.61E-04,-0.93555,-2.09E-05
1.61E-04,-0.93148,-2.09E-05
1.61E-04,-0.92818,-2.09E-05
1.62E-04,-0.92418,-2.09E-05
1.62E-04,-0.91923,-2.09E-05
1.62E-04,-0.91524,-2.08E-05
1.62E-04,-0.91289,-2.08E-05
1.62E-04,-0.90908,-2.08E-05
1.62E-04,-0.90549,-2.08E-05
1.62E-04,-0.90171,-2.08E-05
1.62E-04,-0.89828,-2.07E-05
1.62E-04,-0.89334,-2.07E-05
1.62E-04,-0.8905,-2.07E-05
1.62E-04,-0.88639,-2.07E-05
1.62E-04,-0.88301,-2.07E-05
1.62E-04,-0.87997,-2.06E-05
1.63E-04,-0.87558,-2.06E-05
1.63E-04,-0.8715,-2.06E-05
1.63E-04,-0.86656,-2.06E-05
1.63E-04,-0.86745,-2.06E-05
1.63E-04,-0.85973,-2.05E-05
1.63E-04,-0.85651,-2.05E-05
1.63E-04,-0.85205,-2.05E-05
1.63E-04,-0.85047,-2.05E-05
1.63E-04,-0.84764,-2.05E-05
1.63E-04,-0.8423,-2.04E-05
1.63E-04,-0.8406,-2.04E-05
1.63E-04,-0.8351,-2.04E-05
1.63E-04,-0.8312,-2.04E-05
1.64E-04,-0.82759,-2.04E-05
1.64E-04,-0.82552,-2.03E-05
1.64E-04,-0.8198,-2.03E-05
1.64E-04,-0.81495,-2.03E-05
1.64E-04,-0.81367,-2.03E-05
1.64E-04,-0.80979,-2.03E-05
1.64E-04,-0.80395,-2.03E-05
1.64E-04,-0.8017,-2.02E-05
1.64E-04,-0.79685,-2.02E-05
1.64E-04,-0.79163,-2.02E-05
1.64E-04,-0.78715,-2.02E-05
1.64E-04,-0.78517,-2.02E-05
1.64E-04,-0.7813,-2.01E-05
1.64E-04,-0.77663,-2.01E-05
1.65E-04,-0.77419,-2.01E-05
1.65E-04,-0.77277,-2.01E-05
1.65E-04,-0.76562,-2.01E-05
1.65E-04,-0.76049,-2.00E-05
1.65E-04,-0.75948,-2.00E-05
1.65E-04,-0.75476,-2.00E-05
1.65E-04,-0.75054,-2.00E-05
1.65E-04,-0.74857,-1.99E-05
1.65E-04,-0.74425,-1.99E-05
1.65E-04,-0.7375,-1.99E-05
1.65E-04,-0.7366,-1.99E-05
1.65E-04,-0.7327,-1.99E-05
1.65E-04,-0.72852,-1.98E-05
1.66E-04,-0.72606,-1.98E-05
1.66E-04,-0.72314,-1.98E-05
1.66E-04,-0.71932,-1.98E-05
1.66E-04,-0.71391,-1.98E-05
1.66E-04,-0.70975,-1.97E-05
1.66E-04,-0.70723,-1.97E-05
1.66E-04,-0.70175,-1.97E-05
1.66E-04,-0.69775,-1.97E-05
1.66E-04,-0.69466,-1.97E-05
1.66E-04,-0.69045,-1.96E-05
1.66E-04,-0.68703,-1.96E-05
1.66E-04,-0.68344,-1.96E-05
1.66E-04,-0.68062,-1.96E-05
1.67E-04,-0.67681,-1.96E-05
1.67E-04,-0.67292,-1.95E-05
1.67E-04,-0.66769,-1.95E-05
1.67E-04,-0.66389,-1.95E-05
1.67E-04,-0.66077,-1.95E-05
1.67E-04,-0.65689,-1.95E-05
1.67E-04,-0.65326,-1.94E-05
1.67E-04,-0.64919,-1.94E-05
1.67E-04,-0.64606,-1.94E-05
1.67E-04,-0.64179,-1.94E-05
1.67E-04,-0.63771,-1.93E-05
1.67E-04,-0.63439,-1.93E-05
1.67E-04,-0.62983,-1.93E-05
1.67E-04,-0.62698,-1.93E-05
1.68E-04,-0.62393,-1.93E-05
1.68E-04,-0.62065,-1.92E-05
1.68E-04,-0.61637,-1.92E-05
1.68E-04,-0.61152,-1.92E-05
1.68E-04,-0.60791,-1.92E-05
1.68E-04,-0.60429,-1.92E-05
1.68E-04,-0.60061,-1.91E-05
1.68E-04,-0.59729,-1.91E-05
1.68E-04,-0.59351,-1.91E-05
1.68E-04,-0.58967,-1.91E-05
1.68E-04,-0.58477,-1.91E-05
1.68E-04,-0.58193,-1.90E-05
1.68E-04,-0.58052,-1.90E-05
1.69E-04,-0.57423,-1.90E-05
1.69E-04,-0.5706,-1.90E-05
1.69E-04,-0.56759,-1.90E-05
1.69E-04,-0.56457,-1.89E-05
1.69E-04,-0.56118,-1.89E-05
1.69E-04,-0.55929,-1.89E-05
1.69E-04,-0.55089,-1.89E-05
1.69E-04,-0.54852,-1.88E-05
1.69E-04,-0.54595,-1.88E-05
1.69E-04,-0.54258,-1.88E-05
1.69E-04,-0.53759,-1.88E-05
1.69E-04,-0.53487,-1.88E-05
1.69E-04,-0.53203,-1.87E-05
1.70E-04,-0.52881,-1.87E-05
1.70E-04,-0.52242,-1.87E-05
1.70E-04,-0.52073,-1.87E-05
1.70E-04,-0.5154,-1.87E-05
1.70E-04,-0.5118,-1.86E-05
1.70E-04,-0.50694,-1.86E-05
1.70E-04,-0.50412,-1.86E-05
1.70E-04,-0.50004,-1.86E-05
1.70E-04,-0.49757,-1.86E-05
1.70E-04,-0.49261,-1.85E-05
1.70E-04,-0.49019,-1.85E-05
1.70E-04,-0.48436,-1.85E-05
1.70E-04,-0.48219,-1.85E-05
1.70E-04,-0.47987,-1.84E-05
1.71E-04,-0.4749,-1.84E-05
1.71E-04,-0.47013,-1.84E-05
1.71E-04,-0.46681,-1.84E-05
1.71E-04,-0.46246,-1.84E-05
1.71E-04,-0.45915,-1.83E-05
1.71E-04,-0.45458,-1.83E-05
1.71E-04,-0.45157,-1.83E-05
1.71E-04,-0.44662,-1.83E-05
1.71E-04,-0.44183,-1.82E-05
1.71E-04,-0.43913,-1.82E-05
1.71E-04,-0.43387,-1.82E-05
1.71E-04,-0.43238,-1.82E-05
1.71E-04,-0.4283,-1.82E-05
1.72E-04,-0.42355,-1.81E-05
1.72E-04,-0.42081,-1.81E-05
1.72E-04,-0.41902,-1.81E-05
1.72E-04,-0.41476,-1.81E-05
1.72E-04,-0.40913,-1.80E-05
1.72E-04,-0.40512,-1.80E-05
1.72E-04,-0.40421,-1.80E-05
1.72E-04,-0.3983,-1.80E-05
1.72E-04,-0.39336,-1.80E-05
1.72E-04,-0.39177,-1.79E-05
1.72E-04,-0.38816,-1.79E-05
1.72E-04,-0.38301,-1.79E-05
1.72E-04,-0.38019,-1.79E-05
1.73E-04,-0.37871,-1.78E-05
1.73E-04,-0.37308,-1.78E-05
1.73E-04,-0.36823,-1.78E-05
1.73E-04,-0.36513,-1.78E-05
1.73E-04,-0.36131,-1.78E-05
1.73E-04,-0.35903,-1.77E-05
1.73E-04,-0.35446,-1.77E-05
1.73E-04,-0.35165,-1.77E-05
1.73E-04,-0.34735,-1.77E-05
1.73E-04,-0.34279,-1.76E-05
1.73E-04,-0.33933,-1.76E-05
1.73E-04,-0.33665,-1.76E-05
1.73E-04,-0.33061,-1.76E-05
1.73E-04,-0.32868,-1.76E-05
1.74E-04,-0.32516,-1.75E-05
1.74E-04,-0.32222,-1.75E-05
1.74E-04,-0.31678,-1.75E-05
1.74E-04,-0.31463,-1.75E-05
1.74E-04,-0.3098,-1.74E-05
1.74E-04,-0.30577,-1.74E-05
1.74E-04,-0.30239,-1.74E-05
1.74E-04,-0.29773,-1.74E-05
1.74E-04,-0.29585,-1.73E-05
1.74E-04,-0.29187,-1.73E-05
1.74E-04,-0.28671,-1.73E-05
1.74E-04,-0.28457,-1.73E-05
1.74E-04,-0.27952,-1.73E-05
1.75E-04,-0.27803,-1.72E-05
1.75E-04,-0.2727,-1.72E-05
1.75E-04,-0.26775,-1.72E-05
1.75E-04,-0.26549,-1.72E-05
1.75E-04,-0.26014,-1.71E-05
1.75E-04,-0.2549,-1.71E-05
1.75E-04,-0.25265,-1.71E-05
1.75E-04,-0.25087,-1.71E-05
1.75E-04,-0.24429,-1.70E-05
1.75E-04,-0.24318,-1.70E-05
1.75E-04,-0.23815,-1.70E-05
1.75E-04,-0.23387,-1.70E-05
1.75E-04,-0.23017,-1.70E-05
1.76E-04,-0.22558,-1.69E-05
1.76E-04,-0.22413,-1.69E-05
1.76E-04,-0.21842,-1.69E-05
1.76E-04,-0.21565,-1.69E-05
1.76E-04,-0.21167,-1.68E-05
1.76E-04,-0.20749,-1.68E-05
1.76E-04,-0.20146,-1.68E-05
1.76E-04,-0.20068,-1.68E-05
1.76E-04,-0.1962,-1.67E-05
1.76E-04,-0.19191,-1.67E-05
1.76E-04,-0.1883,-1.67E-05
1.76E-04,-0.18529,-1.67E-05
1.76E-04,-0.18197,-1.67E-05
1.76E-04,-0.17789,-1.66E-05
1.77E-04,-0.17591,-1.66E-05
1.77E-04,-0.17089,-1.66E-05
1.77E-04,-0.16752,-1.66E-05
1.77E-04,-0.16317,-1.65E-05
1.77E-04,-0.16101,-1.65E-05
1.77E-04,-0.15703,-1.65E-05
1.77E-04,-0.15302,-1.65E-05
1.77E-04,-0.15061,-1.64E-05
1.77E-04,-0.14371,-1.64E-05
1.77E-04,-0.14049,-1.64E-05
1.77E-04,-0.13832,-1.64E-05
1.77E-04,-0.13299,-1.63E-05
1.77E-04,-0.12765,-1.63E-05
1.78E-04,-0.1256,-1.63E-05
1.78E-04,-0.12064,-1.63E-05
1.78E-04,-0.11628,-1.63E-05
