t,V,Q
3.42E-05,1.28722,2.56E-05
3.43E-05,1.28499,2.56E-05
3.44E-05,1.28002,2.56E-05
3.44E-05,1.27662,2.56E-05
3.45E-05,1.27234,2.55E-05
3.46E-05,1.26817,2.55E-05
3.47E-05,1.26387,2.55E-05
3.47E-05,1.26162,2.55E-05
3.48E-05,1.25899,2.55E-05
3.49E-05,1.25375,2.54E-05
3.50E-05,1.24956,2.54E-05
3.50E-05,1.24451,2.54E-05
3.51E-05,1.24197,2.54E-05
3.52E-05,1.23991,2.54E-05
3.53E-05,1.23687,2.54E-05
3.53E-05,1.23297,2.53E-05
3.54E-05,1.229,2.53E-05
3.55E-05,1.22415,2.53E-05
3.56E-05,1.22104,2.53E-05
3.56E-05,1.21752,2.53E-05
3.57E-05,1.21246,2.52E-05
3.58E-05,1.20886,2.52E-05
3.59E-05,1.20485,2.52E-05
3.59E-05,1.20155,2.52E-05
3.60E-05,1.20103,2.52E-05
3.61E-05,1.19405,2.51E-05
3.62E-05,1.19053,2.51E-05
3.62E-05,1.18657,2.51E-05
3.63E-05,1.1843,2.51E-05
3.64E-05,1.17993,2.51E-05
3.65E-05,1.17593,2.50E-05
3.65E-05,1.17293,2.50E-05
3.66E-05,1.16827,2.50E-05
3.67E-05,1.16521,2.50E-05
3.68E-05,1.16155,2.50E-05
3.68E-05,1.15803,2.49E-05
3.69E-05,1.15355,2.49E-05
3.70E-05,1.14879,2.49E-05
3.71E-05,1.14607,2.49E-05
3.71E-05,1.14209,2.49E-05
3.72E-05,1.13865,2.48E-05
3.73E-05,1.13449,2.48E-05
3.74E-05,1.13234,2.48E-05
3.74E-05,1.12728,2.48E-05
3.75E-05,1.12197,2.47E-05
3.76E-05,1.11997,2.47E-05
3.77E-05,1.11427,2.47E-05
3.77E-05,1.11248,2.47E-05
3.78E-05,1.10823,2.47E-05
3.79E-05,1.1044,2.46E-05
3.80E-05,1.10031,2.46E-05
3.80E-05,1.09671,2.46E-05
3.81E-05,1.09208,2.46E-05
3.82E-05,1.08758,2.46E-05
3.83E-05,1.08637,2.45E-05
3.83E-05,1.08221,2.45E-05
3.84E-05,1.07811,2.45E-05
3.85E-05,1.07517,2.45E-05
3.86E-05,1.07013,2.45E-05
3.86E-05,1.06445,2.44E-05
3.87E-05,1.06177,2.44E-05
3.88E-05,1.05982,2.44E-05
3.89E-05,1.05551,2.44E-05
3.89E-05,1.0505,2.44E-05
3.90E-05,1.04964,2.43E-05
3.91E-05,1.04655,2.43E-05
3.92E-05,1.04092,2.43E-05
3.92E-05,1.0375,2.43E-05
3.93E-05,1.03352,2.42E-05
3.94E-05,1.02973,2.42E-05
3.95E-05,1.02573,2.42E-05
3.95E-05,1.02309,2.42E-05
3.96E-05,1.01854,2.42E-05
3.97E-05,1.01375,2.41E-05
3.98E-05,1.01045,2.41E-05
3.98E-05,1.00642,2.41E-05
3.99E-05,1,2.41E-05
4.00E-05,0.99866,2.41E-05
4.01E-05,0.99507,2.40E-05
4.01E-05,0.99111,2.40E-05
4.02E-05,0.98854,2.40E-05
4.03E-05,0.98464,2.40E-05
4.04E-05,0.97835,2.40E-05
4.04E-05,0.97812,2.39E-05
4.05E-05,0.97577,2.39E-05
4.06E-05,0.96783,2.39E-05
4.07E-05,0.96673,2.39E-05
4.07E-05,0.96379,2.38E-05
4.08E-05,0.95761,2.38E-05
4.09E-05,0.95437,2.38E-05
4.10E-05,0.95183,2.38E-05
4.10E-05,0.94832,2.38E-05
4.11E-05,0.94462,2.37E-05
4.12E-05,0.93976,2.37E-05
4.13E-05,0.93656,2.37E-05
4.13E-05,0.93189,2.37E-05
4.14E-05,0.92936,2.37E-05
4.15E-05,0.92393,2.36E-05
4.16E-05,0.92071,2.36E-05
4.16E-05,0.91827,2.36E-05
4.17E-05,0.91289,2.36E-05
4.18E-05,0.91045,2.35E-05
4.19E-05,0.9059,2.35E-05
4.19E-05,0.90317,2.35E-05
4.20E-05,0.89878,2.35E-05
4.21E-05,0.89295,2.35E-05
4.22E-05,0.89083,2.34E-05
4.22E-05,0.88827,2.34E-05
4.23E-05,0.88281,2.34E-05
4.24E-05,0.88027,2.34E-05
4.25E-05,0.87658,2.33E-05
4.25E-05,0.87048,2.33E-05
4.26E-05,0.86955,2.33E-05
4.27E-05,0.8651,2.33E-05
4.28E-05,0.86157,2.33E-05
4.28E-05,0.85671,2.32E-05
4.29E-05,0.85498,2.32E-05
4.30E-05,0.85155,2.32E-05
4.31E-05,0.84582,2.32E-05
4.31E-05,0.84147,2.31E-05
4.32E-05,0.84017,2.31E-05
4.33E-05,0.83561,2.31E-05
4.34E-05,0.83199,2.31E-05
4.34E-05,0.82724,2.31E-05
4.35E-05,0.82133,2.30E-05
4.36E-05,0.81953,2.30E-05
4.37E-05,0.81666,2.30E-05
4.37E-05,0.81322,2.30E-05
4.38E-05,0.80778,2.29E-05
4.39E-05,0.80616,2.29E-05
4.40E-05,0.80191,2.29E-05
4.40E-05,0.79645,2.29E-05
4.41E-05,0.79313,2.28E-05
4.42E-05,0.7906,2.28E-05
4.43E-05,0.78584,2.28E-05
4.43E-05,0.78262,2.28E-05
4.44E-05,0.77894,2.28E-05
4.45E-05,0.77408,2.27E-05
4.46E-05,0.77133,2.27E-05
4.46E-05,0.76727,2.27E-05
4.47E-05,0.76416,2.27E-05
4.48E-05,0.76044,2.26E-05
4.49E-05,0.75625,2.26E-05
4.49E-05,0.75356,2.26E-05
4.50E-05,0.75001,2.26E-05
4.51E-05,0.74553,2.25E-05
4.52E-05,0.74279,2.25E-05
4.52E-05,0.73835,2.25E-05
4.53E-05,0.73409,2.25E-05
4.54E-05,0.7316,2.24E-05
4.55E-05,0.7284,2.24E-05
4.55E-05,0.72297,2.24E-05
4.56E-05,0.71927,2.24E-05
4.57E-05,0.71538,2.23E-05
4.58E-05,0.71072,2.23E-05
4.58E-05,0.70777,2.23E-05
4.59E-05,0.7057,2.23E-05
4.60E-05,0.70027,2.23E-05
4.61E-05,0.69685,2.22E-05
4.61E-05,0.69345,2.22E-05
4.62E-05,0.68974,2.22E-05
4.63E-05,0.68516,2.22E-05
4.64E-05,0.6804,2.21E-05
4.64E-05,0.67806,2.21E-05
4.65E-05,0.67428,2.21E-05
4.66E-05,0.66963,2.21E-05
4.67E-05,0.66581,2.20E-05
4.67E-05,0.66193,2.20E-05
4.68E-05,0.65831,2.20E-05
4.69E-05,0.65375,2.20E-05
4.70E-05,0.65015,2.19E-05
4.70E-05,0.64579,2.19E-05
4.71E-05,0.64325,2.19E-05
4.72E-05,0.63915,2.19E-05
4.73E-05,0.63576,2.18E-05
4.73E-05,0.6309,2.18E-05
4.74E-05,0.62785,2.18E-05
4.75E-05,0.62447,2.18E-05
4.76E-05,0.62106,2.17E-05
4.76E-05,0.61494,2.17E-05
4.77E-05,0.61306,2.17E-05
4.78E-05,0.60852,2.17E-05
4.79E-05,0.60461,2.16E-05
4.79E-05,0.60045,2.16E-05
4.80E-05,0.59789,2.16E-05
4.81E-05,0.59228,2.16E-05
4.82E-05,0.59133,2.15E-05
4.82E-05,0.58675,2.15E-05
4.83E-05,0.58338,2.15E-05
4.84E-05,0.57899,2.15E-05
4.85E-05,0.5772,2.14E-05
4.85E-05,0.57164,2.14E-05
4.86E-05,0.56724,2.14E-05
4.87E-05,0.56449,2.13E-05
4.88E-05,0.56061,2.13E-05
4.88E-05,0.55498,2.13E-05
4.89E-05,0.5528,2.13E-05
4.90E-05,0.54969,2.12E-05
4.91E-05,0.54536,2.12E-05
4.91E-05,0.54231,2.12E-05
4.92E-05,0.53888,2.12E-05
4.93E-05,0.53539,2.11E-05
4.94E-05,0.53054,2.11E-05
4.94E-05,0.52594,2.11E-05
4.95E-05,0.52467,2.11E-05
4.96E-05,0.52,2.10E-05
4.97E-05,0.5162,2.10E-05
4.97E-05,0.51346,2.10E-05
4.98E-05,0.50804,2.10E-05
4.99E-05,0.50499,2.09E-05
5.00E-05,0.50147,2.09E-05
5.00E-05,0.49771,2.09E-05
5.01E-05,0.49334,2.08E-05
5.02E-05,0.49093,2.08E-05
5.03E-05,0.48726,2.08E-05
5.03E-05,0.48138,2.08E-05
5.04E-05,0.48161,2.07E-05
5.05E-05,0.47655,2.07E-05
5.06E-05,0.47315,2.07E-05
5.06E-05,0.46579,2.07E-05
5.07E-05,0.46303,2.06E-05
5.08E-05,0.46156,2.06E-05
5.09E-05,0.45564,2.06E-05
5.09E-05,0.45301,2.05E-05
5.10E-05,0.44855,2.05E-05
5.11E-05,0.44304,2.05E-05
5.12E-05,0.44019,2.05E-05
5.12E-05,0.43561,2.04E-05
5.13E-05,0.43123,2.04E-05
5.14E-05,0.42822,2.04E-05
5.15E-05,0.42556,2.03E-05
5.15E-05,0.42216,2.03E-05
5.16E-05,0.41666,2.03E-05
5.17E-05,0.41334,2.03E-05
5.18E-05,0.41223,2.02E-05
5.18E-05,0.40783,2.02E-05
5.19E-05,0.4051,2.02E-05
5.20E-05,0.39948,2.02E-05
5.21E-05,0.39786,2.01E-05
5.21E-05,0.39179,2.01E-05
5.22E-05,0.39046,2.01E-05
5.23E-05,0.38502,2.00E-05
5.24E-05,0.38096,2.00E-05
5.24E-05,0.37754,2.00E-05
5.25E-05,0.37257,2.00E-05
5.26E-05,0.36948,1.99E-05
5.27E-05,0.3656,1.99E-05
5.27E-05,0.36129,1.99E-05
5.28E-05,0.35877,1.98E-05
5.29E-05,0.35525,1.98E-05
5.30E-05,0.35165,1.98E-05
5.30E-05,0.34824,1.97E-05
5.31E-05,0.34377,1.97E-05
5.32E-05,0.33862,1.97E-05
5.33E-05,0.33618,1.97E-05
5.33E-05,0.33095,1.96E-05
5.34E-05,0.32831,1.96E-05
5.35E-05,0.32506,1.96E-05
5.36E-05,0.3207,1.95E-05
5.36E-05,0.31757,1.95E-05
5.37E-05,0.31561,1.95E-05
5.38E-05,0.31124,1.94E-05
5.39E-05,0.30495,1.94E-05
5.39E-05,0.30251,1.94E-05
5.40E-05,0.29995,1.94E-05
5.41E-05,0.29558,1.93E-05
5.42E-05,0.29318,1.93E-05
5.42E-05,0.28682,1.93E-05
5.43E-05,0.28408,1.92E-05
5.44E-05,0.27981,1.92E-05
5.45E-05,0.27553,1.92E-05
5.45E-05,0.27345,1.91E-05
5.46E-05,0.26998,1.91E-05
5.47E-05,0.26515,1.91E-05
5.48E-05,0.26162,1.91E-05
5.48E-05,0.2559,1.90E-05
5.49E-05,0.25209,1.90E-05
5.50E-05,0.25006,1.90E-05
5.51E-05,0.24624,1.89E-05
5.51E-05,0.24233,1.89E-05
