t,V,Q
3.472E-5,1.26407423008432,2.52633463014734E-5
3.479E-5,1.26073311139563,2.52454217434161E-5
3.486E-5,1.25645476112341,2.52278447899895E-5
3.493E-5,1.25329471313827,2.5209885475289E-5
3.5E-5,1.25015960504034,2.5191729182226E-5
3.507E-5,1.24682951868245,2.5173630817609E-5
3.514E-5,1.24367222805241,2.51555440399545E-5
3.521E-5,1.23956391760813,2.5137355309763E-5
3.528E-5,1.2359454395316,2.51186845598092E-5
3.535E-5,1.23205428848242,2.51000763836973E-5
3.542E-5,1.23035093208974,2.50819409429225E-5
3.549E-5,1.22318701649939,2.50636386647427E-5
3.556E-5,1.2219069478867,2.50447639884933E-5
3.563E-5,1.2184557523412,2.50256274511356E-5
3.57E-5,1.21631519774174,2.50063472396873E-5
3.577E-5,1.21062452088309,2.49868955411939E-5
3.584E-5,1.20870951852495,2.49671286794427E-5
3.591E-5,1.20617613066653,2.49480083574661E-5
3.598E-5,1.20066388508504,2.49297431448334E-5
3.605E-5,1.19965542257497,2.49121175197978E-5
3.612E-5,1.19232698342031,2.48942578434251E-5
3.619E-5,1.19070301075199,2.4876340233301E-5
3.626E-5,1.18620750108467,2.48587308353183E-5
3.633E-5,1.18431192390354,2.48406625925595E-5
3.64E-5,1.17824964429174,2.48220868663091E-5
3.647E-5,1.17556839935215,2.48038262842171E-5
3.654E-5,1.17014668752173,2.47857534151619E-5
